Name,Surname,Country,Year,Category,Motivation,Institution,Other,
Takeshi,Nishimura,Austria/Sweden/Japan/US/Switzerland,2020,Acoustics,for inducing a female Chinese alligator to bellow in an airtight chamber filled with helium-enriched air.,,,
Judith,Janisch,Austria/Sweden/Japan/US/Switzerland,2020,Acoustics,for inducing a female Chinese alligator to bellow in an airtight chamber filled with helium-enriched air.,,,
Mark,Robertson,Austria/Sweden/Japan/US/Switzerland,2020,Acoustics,for inducing a female Chinese alligator to bellow in an airtight chamber filled with helium-enriched air.,,,
Tecumseh,Fitch,Austria/Sweden/Japan/US/Switzerland,2020,Acoustics,for inducing a female Chinese alligator to bellow in an airtight chamber filled with helium-enriched air.,,,
Miranda,Giacomin,Canada/US,2020,Psychology,for devising a method to identify narcissists by examining their eyebrows.,,,
Nicholas,Rule,Canada/US,2020,Psychology,for devising a method to identify narcissists by examining their eyebrows.,,,
Government of India,,India/Pakistan,2020,Peace,"for having their diplomats surreptitiously ring each other’s doorbells in the middle of the night, and then run away before anyone had a chance to answer the door.",,,
Governments of Pakistan,,India/Pakistan,2020,Peace,"for having their diplomats surreptitiously ring each other’s doorbells in the middle of the night, and then run away before anyone had a chance to answer the door.",,,
Ivan,Maksymov,Australia/Ukraine/France/Italy/Germany/UK/South Africa,2020,Physics,"for determining, experimentally, what happens to the shape of a living earthworm when one vibrates the earthworm at high frequency.",,,
Andrey,Pototsky,Australia/Ukraine/France/Italy/Germany/UK/South Africa,2020,Physics,"for determining, experimentally, what happens to the shape of a living earthworm when one vibrates the earthworm at high frequency.",,,
Christopher,Watkins,UK/Poland/France/Brazil/Chile/Colombia/Australia/Italy/Norway/Italy,2020,Economics,for trying to quantify the relationship between different countries’ national income inequality and the average amount of mouth-to-mouth kissing.,,,
Juan David,Leongómez,UK/Poland/France/Brazil/Chile/Colombia/Australia/Italy/Norway/Italy,2020,Economics,for trying to quantify the relationship between different countries’ national income inequality and the average amount of mouth-to-mouth kissing.,,,
Jeanne,Bovet,UK/Poland/France/Brazil/Chile/Colombia/Australia/Italy/Norway/Italy,2020,Economics,for trying to quantify the relationship between different countries’ national income inequality and the average amount of mouth-to-mouth kissing.,,,
Agnieszka,Żelaźniewicz,UK/Poland/France/Brazil/Chile/Colombia/Australia/Italy/Norway/Italy,2020,Economics,for trying to quantify the relationship between different countries’ national income inequality and the average amount of mouth-to-mouth kissing.,,,
Max,Korbmacher,UK/Poland/France/Brazil/Chile/Colombia/Australia/Italy/Norway/Italy,2020,Economics,for trying to quantify the relationship between different countries’ national income inequality and the average amount of mouth-to-mouth kissing.,,,
Marco Antônio,Corrêa Varella,UK/Poland/France/Brazil/Chile/Colombia/Australia/Italy/Norway/Italy,2020,Economics,for trying to quantify the relationship between different countries’ national income inequality and the average amount of mouth-to-mouth kissing.,,,
Ana Maria,Fernandez,UK/Poland/France/Brazil/Chile/Colombia/Australia/Italy/Norway/Italy,2020,Economics,for trying to quantify the relationship between different countries’ national income inequality and the average amount of mouth-to-mouth kissing.,,,
Danielle,Wagstaff,UK/Poland/France/Brazil/Chile/Colombia/Australia/Italy/Norway/Italy,2020,Economics,for trying to quantify the relationship between different countries’ national income inequality and the average amount of mouth-to-mouth kissing.,,,
Samuela,Bolgan,UK/Poland/France/Brazil/Chile/Colombia/Australia/Italy/Norway/Italy,2020,Economics,for trying to quantify the relationship between different countries’ national income inequality and the average amount of mouth-to-mouth kissing.,,,
Xi ,Guang-An (奚广安),China,2020,Management ,"five professional hitmen in Guangxi, China, who managed a contract for a hit job (a murder performed for money) in the following way: After accepting payment to perform the murder, Xi Guang-An then instead subcontracted the task to Mo Tian-Xiang, who then instead subcontracted the task to Yang Kang-Sheng, who then instead subcontracted the task to Yang Guang-Sheng, who then instead subcontracted the task to Ling Xian-Si, with each subsequently enlisted hitman receiving a smaller percentage of the fee, and nobody actually performing a murder.",,,
Mo,Tian-Xiang (莫天祥),China,2020,Management ,"five professional hitmen in Guangxi, China, who managed a contract for a hit job (a murder performed for money) in the following way: After accepting payment to perform the murder, Xi Guang-An then instead subcontracted the task to Mo Tian-Xiang, who then instead subcontracted the task to Yang Kang-Sheng, who then instead subcontracted the task to Yang Guang-Sheng, who then instead subcontracted the task to Ling Xian-Si, with each subsequently enlisted hitman receiving a smaller percentage of the fee, and nobody actually performing a murder.",,,
Yang,Kang-Sheng (杨康生) ,China,2020,Management ,"five professional hitmen in Guangxi, China, who managed a contract for a hit job (a murder performed for money) in the following way: After accepting payment to perform the murder, Xi Guang-An then instead subcontracted the task to Mo Tian-Xiang, who then instead subcontracted the task to Yang Kang-Sheng, who then instead subcontracted the task to Yang Guang-Sheng, who then instead subcontracted the task to Ling Xian-Si, with each subsequently enlisted hitman receiving a smaller percentage of the fee, and nobody actually performing a murder.",,,
Yang,Guang-Sheng (杨广生),China,2020,Management ,"five professional hitmen in Guangxi, China, who managed a contract for a hit job (a murder performed for money) in the following way: After accepting payment to perform the murder, Xi Guang-An then instead subcontracted the task to Mo Tian-Xiang, who then instead subcontracted the task to Yang Kang-Sheng, who then instead subcontracted the task to Yang Guang-Sheng, who then instead subcontracted the task to Ling Xian-Si, with each subsequently enlisted hitman receiving a smaller percentage of the fee, and nobody actually performing a murder.",,,
Ling,Xian Si (凌显四) ,China,2020,Management ,"five professional hitmen in Guangxi, China, who managed a contract for a hit job (a murder performed for money) in the following way: After accepting payment to perform the murder, Xi Guang-An then instead subcontracted the task to Mo Tian-Xiang, who then instead subcontracted the task to Yang Kang-Sheng, who then instead subcontracted the task to Yang Guang-Sheng, who then instead subcontracted the task to Ling Xian-Si, with each subsequently enlisted hitman receiving a smaller percentage of the fee, and nobody actually performing a murder.",,,
Richard,Vetter,US,2020,Entomology ,"for collecting evidence that many entomologists (scientists who study insects) are afraid of spiders, which are not insects.",,,
Nienke,Vulink,Netherlands/Belgium,2020,Medicine,"for diagnosing a long-unrecognized medical condition: Misophonia, the distress at hearing other people make chewing sounds.",,,
Damiaan,Denys,Netherlands/Belgium,2020,Medicine,"for diagnosing a long-unrecognized medical condition: Misophonia, the distress at hearing other people make chewing sounds.",,,
Arnoud,van Loon,Netherlands/Belgium,2020,Medicine,"for diagnosing a long-unrecognized medical condition: Misophonia, the distress at hearing other people make chewing sounds.",,,
Jair,Bolsonaro,Brazil,2020,Medical Education,for using the Covid-19 viral pandemic to teach the world that politicians can have a more immediate effect on life and death than scientists and doctors can.,,,
Boris,Johnson,UK,2020,Medical Education,for using the Covid-19 viral pandemic to teach the world that politicians can have a more immediate effect on life and death than scientists and doctors can.,,,
Narendra,Modi,India,2020,Medical Education,for using the Covid-19 viral pandemic to teach the world that politicians can have a more immediate effect on life and death than scientists and doctors can.,,,
Andrés Manuel,López Obrador,Mexico,2020,Medical Education,for using the Covid-19 viral pandemic to teach the world that politicians can have a more immediate effect on life and death than scientists and doctors can.,,,
Alexander,Lukashenko,Belarus,2020,Medical Education,for using the Covid-19 viral pandemic to teach the world that politicians can have a more immediate effect on life and death than scientists and doctors can.,,,
Donald,Trump,US,2020,Medical Education,for using the Covid-19 viral pandemic to teach the world that politicians can have a more immediate effect on life and death than scientists and doctors can.,,,
Recep Tayyip,Erdogan,Turkey,2020,Medical Education,for using the Covid-19 viral pandemic to teach the world that politicians can have a more immediate effect on life and death than scientists and doctors can.,,,
Vladimir,Putin,Russia,2020,Medical Education,for using the Covid-19 viral pandemic to teach the world that politicians can have a more immediate effect on life and death than scientists and doctors can.,,,
Gurbanguly,Berdimuhamedow,Turkmenistan,2020,Medical Education,for using the Covid-19 viral pandemic to teach the world that politicians can have a more immediate effect on life and death than scientists and doctors can.,,,
Metin,Eren,US/UK,2020,Materials Science,for showing that knives manufactured from frozen human feces do not work well.,,,
Michelle,Bebber,US/UK,2020,Materials Science,for showing that knives manufactured from frozen human feces do not work well.,,,
James,Norris,US/UK,2020,Materials Science,for showing that knives manufactured from frozen human feces do not work well.,,,
Alyssa,Perrone,US/UK,2020,Materials Science,for showing that knives manufactured from frozen human feces do not work well.,,,
Ashley,Rutkoski,US/UK,2020,Materials Science,for showing that knives manufactured from frozen human feces do not work well.,,,
Michael,Wilson,US/UK,2020,Materials Science,for showing that knives manufactured from frozen human feces do not work well.,,,
Mary Ann,Raghanti,US/UK,2020,Materials Science,for showing that knives manufactured from frozen human feces do not work well.,,,
Susanne,Schötz,Sweden,2021,Biology,"for analyzing variations in purring, chirping, chattering, trilling, tweedling, murmuring, meowing, moaning, squeaking, hissing, yowling, howling, growling, and other modes of cat–human communication.",,,
Robert,Eklund,Sweden,2021,Biology,"for analyzing variations in purring, chirping, chattering, trilling, tweedling, murmuring, meowing, moaning, squeaking, hissing, yowling, howling, growling, and other modes of cat–human communication.",,,
Joost,van de Weijer,Sweden,2021,Biology,"for analyzing variations in purring, chirping, chattering, trilling, tweedling, murmuring, meowing, moaning, squeaking, hissing, yowling, howling, growling, and other modes of cat–human communication.",,,
Leila,Satari,Spain/Iran,2021,Ecology,for using genetic analysis to identify the different species of bacteria that reside in wads of discarded chewing gum stuck on pavements in various countries.,,,
Alba,Guillén,Spain/Iran,2021,Ecology,for using genetic analysis to identify the different species of bacteria that reside in wads of discarded chewing gum stuck on pavements in various countries.,,,
Àngela,Vidal-Verdú,Spain/Iran,2021,Ecology,for using genetic analysis to identify the different species of bacteria that reside in wads of discarded chewing gum stuck on pavements in various countries.,,,
Manuel,Porcar,Spain/Iran,2021,Ecology,for using genetic analysis to identify the different species of bacteria that reside in wads of discarded chewing gum stuck on pavements in various countries.,,,
Jörg,Wicker,Germany/UK/New Zealand/Greece/Cyprus/Austria,2021,Chemistry,"for chemically analyzing the air inside movie theaters, to test whether the odors produced by an audience reliably indicate the levels of violence, sex, antisocial behavior, drug use, and bad language in the movie the audience is watching.",,,
Nicolas,Krauter,Germany/UK/New Zealand/Greece/Cyprus/Austria,2021,Chemistry,"for chemically analyzing the air inside movie theaters, to test whether the odors produced by an audience reliably indicate the levels of violence, sex, antisocial behavior, drug use, and bad language in the movie the audience is watching.",,,
Bettina,Derstroff,Germany/UK/New Zealand/Greece/Cyprus/Austria,2021,Chemistry,"for chemically analyzing the air inside movie theaters, to test whether the odors produced by an audience reliably indicate the levels of violence, sex, antisocial behavior, drug use, and bad language in the movie the audience is watching.",,,
Christof,Stönner,Germany/UK/New Zealand/Greece/Cyprus/Austria,2021,Chemistry,"for chemically analyzing the air inside movie theaters, to test whether the odors produced by an audience reliably indicate the levels of violence, sex, antisocial behavior, drug use, and bad language in the movie the audience is watching.",,,
Efstratios,Bourtsoukidis,Germany/UK/New Zealand/Greece/Cyprus/Austria,2021,Chemistry,"for chemically analyzing the air inside movie theaters, to test whether the odors produced by an audience reliably indicate the levels of violence, sex, antisocial behavior, drug use, and bad language in the movie the audience is watching.",,,
Achim,Edtbauer,Germany/UK/New Zealand/Greece/Cyprus/Austria,2021,Chemistry,"for chemically analyzing the air inside movie theaters, to test whether the odors produced by an audience reliably indicate the levels of violence, sex, antisocial behavior, drug use, and bad language in the movie the audience is watching.",,,
Jochen,Wulf,Germany/UK/New Zealand/Greece/Cyprus/Austria,2021,Chemistry,"for chemically analyzing the air inside movie theaters, to test whether the odors produced by an audience reliably indicate the levels of violence, sex, antisocial behavior, drug use, and bad language in the movie the audience is watching.",,,
Thomas,Klüpfel,Germany/UK/New Zealand/Greece/Cyprus/Austria,2021,Chemistry,"for chemically analyzing the air inside movie theaters, to test whether the odors produced by an audience reliably indicate the levels of violence, sex, antisocial behavior, drug use, and bad language in the movie the audience is watching.",,,
Stefan,Kramer,Germany/UK/New Zealand/Greece/Cyprus/Austria,2021,Chemistry,"for chemically analyzing the air inside movie theaters, to test whether the odors produced by an audience reliably indicate the levels of violence, sex, antisocial behavior, drug use, and bad language in the movie the audience is watching.",,,
Jonathan,Williams,Germany/UK/New Zealand/Greece/Cyprus/Austria,2021,Chemistry,"for chemically analyzing the air inside movie theaters, to test whether the odors produced by an audience reliably indicate the levels of violence, sex, antisocial behavior, drug use, and bad language in the movie the audience is watching.",,,
Pavlo,Blavatskyy,France/Switzerland/Australia/Austria/Czech Republic/UK,2021,Economics,for discovering that the obesity of a country’s politicians may be a good indicator of that country’s corruption.,,,
Olcay,Cem Bulut,Germany/Turkey/UK,2021,Medicine,for demonstrating that sexual orgasms can be as effective as decongestant medicines at improving nasal breathing.,,,
Dare,Oladokun,Germany/Turkey/UK,2021,Medicine,for demonstrating that sexual orgasms can be as effective as decongestant medicines at improving nasal breathing.,,,
Burkard,Lippert,Germany/Turkey/UK,2021,Medicine,for demonstrating that sexual orgasms can be as effective as decongestant medicines at improving nasal breathing.,,,
Ralph,Hohenberger,Germany/Turkey/UK,2021,Medicine,for demonstrating that sexual orgasms can be as effective as decongestant medicines at improving nasal breathing.,,,
Ethan,Beseris,US,2021,Peace,for testing the hypothesis that humans evolved beards to protect themselves from punches to the face.,,,
Steven,Naleway,US,2021,Peace,for testing the hypothesis that humans evolved beards to protect themselves from punches to the face.,,,
David,Carrier,US,2021,Peace,for testing the hypothesis that humans evolved beards to protect themselves from punches to the face.,,,
Alessandro,Corbetta,Netherlands/Italy/Taiwan/US,2021,Physics,for conducting experiments to learn why pedestrians do not constantly collide with other pedestrians.,,,
Jasper,Meeusen,Netherlands/Italy/Taiwan/US,2021,Physics,for conducting experiments to learn why pedestrians do not constantly collide with other pedestrians.,,,
Chung-min,Lee,Netherlands/Italy/Taiwan/US,2021,Physics,for conducting experiments to learn why pedestrians do not constantly collide with other pedestrians.,,,
Roberto,Benzi,Netherlands/Italy/Taiwan/US,2021,Physics,for conducting experiments to learn why pedestrians do not constantly collide with other pedestrians.,,,
Federico,Toschi,Netherlands/Italy/Taiwan/US,2021,Physics,for conducting experiments to learn why pedestrians do not constantly collide with other pedestrians.,,,
Hisashi,Murakami,Japan/Switzerland/Italy,2021,Kinetics,for conducting experiments to learn why pedestrians do sometimes collide with other pedestrians.,,,
Claudio,Feliciani,Japan/Switzerland/Italy,2021,Kinetics,for conducting experiments to learn why pedestrians do sometimes collide with other pedestrians.,,,
Yuta,Nishiyama,Japan/Switzerland/Italy,2021,Kinetics,for conducting experiments to learn why pedestrians do sometimes collide with other pedestrians.,,,
Katsuhiro,Nishinari,Japan/Switzerland/Italy,2021,Kinetics,for conducting experiments to learn why pedestrians do sometimes collide with other pedestrians.,,,
John,Mulrennan Jr.,US,2021,Entomology ,for their research study “A New Method of Cockroach Control on Submarines”.,,,
Roger,Grothaus,US,2021,Entomology ,for their research study “A New Method of Cockroach Control on Submarines”.,,,
Charles,Hammond,US,2021,Entomology ,for their research study “A New Method of Cockroach Control on Submarines”.,,,
Jay,Lamdin,US,2021,Entomology ,for their research study “A New Method of Cockroach Control on Submarines”.,,,
Robin,Radcliffe,Namibia/South Africa/Tanzania/Zimbabwe/Brazil/UK/US,2021,Transportation,for determining by experiment whether it is safer to transport an airborne rhinoceros upside-down.,,,
Mark,Jago,Namibia/South Africa/Tanzania/Zimbabwe/Brazil/UK/US,2021,Transportation,for determining by experiment whether it is safer to transport an airborne rhinoceros upside-down.,,,
Peter,Morkel,Namibia/South Africa/Tanzania/Zimbabwe/Brazil/UK/US,2021,Transportation,for determining by experiment whether it is safer to transport an airborne rhinoceros upside-down.,,,
Estelle,Morkel,Namibia/South Africa/Tanzania/Zimbabwe/Brazil/UK/US,2021,Transportation,for determining by experiment whether it is safer to transport an airborne rhinoceros upside-down.,,,
Pierre,du Preez,Namibia/South Africa/Tanzania/Zimbabwe/Brazil/UK/US,2021,Transportation,for determining by experiment whether it is safer to transport an airborne rhinoceros upside-down.,,,
Piet,Beytell,Namibia/South Africa/Tanzania/Zimbabwe/Brazil/UK/US,2021,Transportation,for determining by experiment whether it is safer to transport an airborne rhinoceros upside-down.,,,
Birgit,Kotting,Namibia/South Africa/Tanzania/Zimbabwe/Brazil/UK/US,2021,Transportation,for determining by experiment whether it is safer to transport an airborne rhinoceros upside-down.,,,
Bakker,Manuel,Namibia/South Africa/Tanzania/Zimbabwe/Brazil/UK/US,2021,Transportation,for determining by experiment whether it is safer to transport an airborne rhinoceros upside-down.,,,
Jan,Hendrik du Preez,Namibia/South Africa/Tanzania/Zimbabwe/Brazil/UK/US,2021,Transportation,for determining by experiment whether it is safer to transport an airborne rhinoceros upside-down.,,,
Michele,Miller,Namibia/South Africa/Tanzania/Zimbabwe/Brazil/UK/US,2021,Transportation,for determining by experiment whether it is safer to transport an airborne rhinoceros upside-down.,,,
Julia,Felippe,Namibia/South Africa/Tanzania/Zimbabwe/Brazil/UK/US,2021,Transportation,for determining by experiment whether it is safer to transport an airborne rhinoceros upside-down.,,,
Stephen,Parry,Namibia/South Africa/Tanzania/Zimbabwe/Brazil/UK/US,2021,Transportation,for determining by experiment whether it is safer to transport an airborne rhinoceros upside-down.,,,
Robin,Gleed,Namibia/South Africa/Tanzania/Zimbabwe/Brazil/UK/US,2021,Transportation,for determining by experiment whether it is safer to transport an airborne rhinoceros upside-down.,,,
Eliska,Prochazkova,Czech Republic/Netherlands/UK/Sweden/Aruba,2022,Applied Cardiology,"for seeking and finding evidence that when new romantic partners meet for the first time, and feel attracted to each other, their heart rates synchronize.",,,
Elio,Sjak-Shie,Czech Republic/Netherlands/UK/Sweden/Aruba,2022,Applied Cardiology,"for seeking and finding evidence that when new romantic partners meet for the first time, and feel attracted to each other, their heart rates synchronize.",,,
Friederike,Behrens,Czech Republic/Netherlands/UK/Sweden/Aruba,2022,Applied Cardiology,"for seeking and finding evidence that when new romantic partners meet for the first time, and feel attracted to each other, their heart rates synchronize.",,,
Daniel,Lindh,Czech Republic/Netherlands/UK/Sweden/Aruba,2022,Applied Cardiology,"for seeking and finding evidence that when new romantic partners meet for the first time, and feel attracted to each other, their heart rates synchronize.",,,
Mariska,Kret,Czech Republic/Netherlands/UK/Sweden/Aruba,2022,Applied Cardiology,"for seeking and finding evidence that when new romantic partners meet for the first time, and feel attracted to each other, their heart rates synchronize.",,,
Eric,Martínez,Canada/US/UK/Australia,2022,Literature,for analyzing what makes legal documents unnecessarily difficult to understand.,,,
Francis,Mollica,Canada/US/UK/Australia,2022,Literature,for analyzing what makes legal documents unnecessarily difficult to understand.,,,
Edward,Gibson,Canada/US/UK/Australia,2022,Literature,for analyzing what makes legal documents unnecessarily difficult to understand.,,,
Solimary,García-Hernández,Brazil/Colombia,2022,Biology,for studying whether and how constipation affects the mating prospects of scorpions.,,,
Glauco,Machado,Brazil/Colombia,2022,Biology,for studying whether and how constipation affects the mating prospects of scorpions.,,,
Marcin,Jasiński,Poland,2022,Medicine,"for showing that when patients undergo some forms of toxic chemotherapy, they suffer fewer harmful side effects when ice cream replaces one traditional component of the procedure.",,,
Martyna,Maciejewska,Poland,2022,Medicine,"for showing that when patients undergo some forms of toxic chemotherapy, they suffer fewer harmful side effects when ice cream replaces one traditional component of the procedure.",,,
Anna,Brodziak,Poland,2022,Medicine,"for showing that when patients undergo some forms of toxic chemotherapy, they suffer fewer harmful side effects when ice cream replaces one traditional component of the procedure.",,,
Michał,Górka,Poland,2022,Medicine,"for showing that when patients undergo some forms of toxic chemotherapy, they suffer fewer harmful side effects when ice cream replaces one traditional component of the procedure.",,,
Kamila,Skwierawska,Poland,2022,Medicine,"for showing that when patients undergo some forms of toxic chemotherapy, they suffer fewer harmful side effects when ice cream replaces one traditional component of the procedure.",,,
Wiesław,Jędrzejczak,Poland,2022,Medicine,"for showing that when patients undergo some forms of toxic chemotherapy, they suffer fewer harmful side effects when ice cream replaces one traditional component of the procedure.",,,
Agnieszka,Tomaszewska,Poland,2022,Medicine,"for showing that when patients undergo some forms of toxic chemotherapy, they suffer fewer harmful side effects when ice cream replaces one traditional component of the procedure.",,,
Grzegorz,Basak,Poland,2022,Medicine,"for showing that when patients undergo some forms of toxic chemotherapy, they suffer fewer harmful side effects when ice cream replaces one traditional component of the procedure.",,,
Emilian,Snarski,Poland,2022,Medicine,"for showing that when patients undergo some forms of toxic chemotherapy, they suffer fewer harmful side effects when ice cream replaces one traditional component of the procedure.",,,
Gen,Matsuzaki,Japan,2022,Engineering ,for trying to discover the most efficient way for people to use their fingers when turning a knob.,,,
Kazuo,Ohuchi,Japan,2022,Engineering ,for trying to discover the most efficient way for people to use their fingers when turning a knob.,,,
Masaru,Uehara,Japan,2022,Engineering ,for trying to discover the most efficient way for people to use their fingers when turning a knob.,,,
Yoshiyuki,Ueno,Japan,2022,Engineering ,for trying to discover the most efficient way for people to use their fingers when turning a knob.,,,
Goro,Imura,Japan,2022,Engineering ,for trying to discover the most efficient way for people to use their fingers when turning a knob.,,,
Peter,de Smet,Netherlands/Guatemala/US/Austria,2022,Art History,for their study “A Multidisciplinary Approach to Ritual Enema Scenes on Ancient Maya Pottery.”,,,
Nicholas,Hellmuth,Netherlands/Guatemala/US/Austria,2022,Art History,for their study “A Multidisciplinary Approach to Ritual Enema Scenes on Ancient Maya Pottery.”,,,
Frank,Fish,China/UK/Turkey/US,2022,Physics,for trying to understand how ducklings manage to swim in formation.,,,
Zhi-Ming,Yuan,China/UK/Turkey/US,2022,Physics,for trying to understand how ducklings manage to swim in formation.,,,
Minglu,Chen,China/UK/Turkey/US,2022,Physics,for trying to understand how ducklings manage to swim in formation.,,,
Laibing,Jia,China/UK/Turkey/US,2022,Physics,for trying to understand how ducklings manage to swim in formation.,,,
Chunyan,Ji,China/UK/Turkey/US,2022,Physics,for trying to understand how ducklings manage to swim in formation.,,,
Atilla,Incecik,China/UK/Turkey/US,2022,Physics,for trying to understand how ducklings manage to swim in formation.,,,
Junhui,Wu,China/Hungary/Canada/Netherlands/ UK/Italy/Australia/Switzerland/US,2022,Peace,for developing an algorithm to help gossipers decide when to tell the truth and when to lie.,,,
Szabolcs,Számadó,China/Hungary/Canada/Netherlands/ UK/Italy/Australia/Switzerland/US,2022,Peace,for developing an algorithm to help gossipers decide when to tell the truth and when to lie.,,,
Pat,Barclay,China/Hungary/Canada/Netherlands/ UK/Italy/Australia/Switzerland/US,2022,Peace,for developing an algorithm to help gossipers decide when to tell the truth and when to lie.,,,
Bianca,Beersma,China/Hungary/Canada/Netherlands/ UK/Italy/Australia/Switzerland/US,2022,Peace,for developing an algorithm to help gossipers decide when to tell the truth and when to lie.,,,
Terence,Dores Cruz,China/Hungary/Canada/Netherlands/ UK/Italy/Australia/Switzerland/US,2022,Peace,for developing an algorithm to help gossipers decide when to tell the truth and when to lie.,,,
Sergio,Lo Iacono,China/Hungary/Canada/Netherlands/ UK/Italy/Australia/Switzerland/US,2022,Peace,for developing an algorithm to help gossipers decide when to tell the truth and when to lie.,,,
Annika,Nieper,China/Hungary/Canada/Netherlands/ UK/Italy/Australia/Switzerland/US,2022,Peace,for developing an algorithm to help gossipers decide when to tell the truth and when to lie.,,,
Kim,Peters,China/Hungary/Canada/Netherlands/ UK/Italy/Australia/Switzerland/US,2022,Peace,for developing an algorithm to help gossipers decide when to tell the truth and when to lie.,,,
Wojtek,Przepiorka,China/Hungary/Canada/Netherlands/ UK/Italy/Australia/Switzerland/US,2022,Peace,for developing an algorithm to help gossipers decide when to tell the truth and when to lie.,,,
Leo,Tiokhin,China/Hungary/Canada/Netherlands/ UK/Italy/Australia/Switzerland/US,2022,Peace,for developing an algorithm to help gossipers decide when to tell the truth and when to lie.,,,
Paul,Van Lange,China/Hungary/Canada/Netherlands/ UK/Italy/Australia/Switzerland/US,2022,Peace,for developing an algorithm to help gossipers decide when to tell the truth and when to lie.,,,
Alessandro,Pluchino,Italy,2022,Economics,"for explaining, mathematically, why success most often goes not to the most talented people, but instead to the luckiest.",,,
Alessio,Emanuele Biondo,Italy,2022,Economics,"for explaining, mathematically, why success most often goes not to the most talented people, but instead to the luckiest.",,,
Andrea,Rapisarda,Italy,2022,Economics,"for explaining, mathematically, why success most often goes not to the most talented people, but instead to the luckiest.",,,
Magnus,Gens,Sweden,2022,Safety Engineering,for developing a moose crash-test dummy.,,,
Jan,Zalasiewicz,Poland/UK,2023,Chemistry/Geology,for explaining why many scientists like to lick rocks.,,,
Chris,Moulin,France/UK/Malaysia/Finland,2023,Literature,"for studying the sensations people feel when they repeat a single word many, many, many, many, many, many, many times.",,,
Nicole,Bell,France/UK/Malaysia/Finland,2023,Literature,"for studying the sensations people feel when they repeat a single word many, many, many, many, many, many, many times.",,,
Merita,Turunen,France/UK/Malaysia/Finland,2023,Literature,"for studying the sensations people feel when they repeat a single word many, many, many, many, many, many, many times.",,,
Arina,Baharin,France/UK/Malaysia/Finland,2023,Literature,"for studying the sensations people feel when they repeat a single word many, many, many, many, many, many, many times.",,,
Akira,O’Connor,France/UK/Malaysia/Finland,2023,Literature,"for studying the sensations people feel when they repeat a single word many, many, many, many, many, many, many times.",,,
Te,Faye Yap,India/China/Malaysia/US,2023,Mechanical Engineering,for re-animating dead spiders to use as mechanical gripping tools.,,,
Zhen,Liu,India/China/Malaysia/US,2023,Mechanical Engineering,for re-animating dead spiders to use as mechanical gripping tools.,,,
Anoop,Rajappan,India/China/Malaysia/US,2023,Mechanical Engineering,for re-animating dead spiders to use as mechanical gripping tools.,,,
Trevor,Shimokusu,India/China/Malaysia/US,2023,Mechanical Engineering,for re-animating dead spiders to use as mechanical gripping tools.,,,
Daniel,Preston,India/China/Malaysia/US,2023,Mechanical Engineering,for re-animating dead spiders to use as mechanical gripping tools.,,,
Seung-min,Park,South Korea/UK,2023,Public Health,"for inventing the Stanford Toilet, a device that uses a variety of technologies — including a urinalysis dipstick test strip, a computer vision system for defecation analysis, an anal-print sensor paired with an identification camera, and a telecommunications link — to monitor and quickly analyze the substances that humans excrete.",,,
María José,Torres-Prioris,Argentina/Spain/Colombia/Chile/China/US,2023,Communication,for studying the mental activities of people who are expert at speaking backward.,,,
Diana,López-Barroso,Argentina/Spain/Colombia/Chile/China/US,2023,Communication,for studying the mental activities of people who are expert at speaking backward.,,,
Estela,Càmara,Argentina/Spain/Colombia/Chile/China/US,2023,Communication,for studying the mental activities of people who are expert at speaking backward.,,,
Sol ,Fittipaldi,Argentina/Spain/Colombia/Chile/China/US,2023,Communication,for studying the mental activities of people who are expert at speaking backward.,,,
Lucas,Sedeño,Argentina/Spain/Colombia/Chile/China/US,2023,Communication,for studying the mental activities of people who are expert at speaking backward.,,,
Agustín,Ibáñez,Argentina/Spain/Colombia/Chile/China/US,2023,Communication,for studying the mental activities of people who are expert at speaking backward.,,,
Marcelo,Berthier,Argentina/Spain/Colombia/Chile/China/US,2023,Communication,for studying the mental activities of people who are expert at speaking backward.,,,
Adolfo,García,Argentina/Spain/Colombia/Chile/China/US,2023,Communication,for studying the mental activities of people who are expert at speaking backward.,,,
Christine,Pham,US/Canada/Macedonia/Iran/Vietnam,2023,Medicine,for using cadavers to explore whether there is an equal number of hairs in each of a person’s two nostrils.,,,
Bobak,Hedayati,US/Canada/Macedonia/Iran/Vietnam,2023,Medicine,for using cadavers to explore whether there is an equal number of hairs in each of a person’s two nostrils.,,,
Kiana,Hashemi,US/Canada/Macedonia/Iran/Vietnam,2023,Medicine,for using cadavers to explore whether there is an equal number of hairs in each of a person’s two nostrils.,,,
Ella,Csuka,US/Canada/Macedonia/Iran/Vietnam,2023,Medicine,for using cadavers to explore whether there is an equal number of hairs in each of a person’s two nostrils.,,,
Tiana,Mamaghani,US/Canada/Macedonia/Iran/Vietnam,2023,Medicine,for using cadavers to explore whether there is an equal number of hairs in each of a person’s two nostrils.,,,
Margit,Juhasz,US/Canada/Macedonia/Iran/Vietnam,2023,Medicine,for using cadavers to explore whether there is an equal number of hairs in each of a person’s two nostrils.,,,
Jamie,Wikenheiser,US/Canada/Macedonia/Iran/Vietnam,2023,Medicine,for using cadavers to explore whether there is an equal number of hairs in each of a person’s two nostrils.,,,
